991,后台开发工程师（医疗AI）,深圳,深圳·南山区·科技园,腾讯,30-60K·16薪,60,30,45.0
992,Python开发工程师,深圳,深圳·龙岗区·坂田,华为,15-30K,30,15,22.5
994,华为无线软件开发/测试工程师,深圳,深圳·龙岗区·坂田,华为,15-30K·14薪,30,15,22.5
995,腾讯云网络后台开发工程师（深圳/北京）,深圳,深圳·南山区·科技园,腾讯,25-50K·14薪,50,25,37.5
996,Python深圳软件开发岗（薪酬12K~30K）,深圳,深圳·龙岗区·坂田,华为,12-24K·15薪,24,12,18.0
998,Python开发工程师,深圳,深圳·龙岗区·坂田,华为,18-35K·16薪,35,18,26.5
999,TEG13-高级运行开发工程师,深圳,深圳·南山区·科技园,腾讯,20-40K·16薪,40,20,30.0
1001,Python开发（后端OR爬虫方向）【LIUSZ21】,深圳,深圳,华为,20-40K,40,20,30.0
1002,腾讯TEG-中级Python开发工程师2020,深圳,深圳·南山区·科技园,腾讯,20-35K·18薪,35,20,27.5
1003,爬虫开发工程师【LIU20210623-1】,深圳,深圳,华为,20-40K,40,20,30.0
1004,腾讯TEG-高级Python开发工程师2020,深圳,深圳·南山区·科技园,腾讯,30-50K·18薪,50,30,40.0
1005,pyhon后端软件开发工程师,深圳,深圳,华为,13-26K,26,13,19.5
1006,运营开发工程师,深圳,深圳·南山区·科技园,腾讯,15-30K,30,15,22.5
1007,数据采集分析工程师【LIU20210626】,深圳,深圳,华为,15-30K·17薪,30,15,22.5
1008,运营开发工程师,深圳,深圳·南山区·科技园,腾讯,15-30K,30,15,22.5
1009,Python开发工程师,深圳,深圳·龙岗区·坂田,华为,30-50K·16薪,50,30,40.0
1010,SDN/NFV高级研发工程师（北上杭深）,深圳,深圳·南山区·科技园,腾讯,40-70K,70,40,55.0
1011,Python,深圳,深圳·龙岗区·坂田,华为,15-30K,30,15,22.5
1012,后台开发工程师,深圳,深圳·南山区·科技园,腾讯,18-30K·16薪,30,18,24.0
1013,Python工程师,深圳,深圳·龙岗区·坂田,华为,15-30K,30,15,22.5
1014,后台开发工程师,深圳,深圳·南山区·科技园,腾讯,15-30K,30,15,22.5
1015,python开发工程师,深圳,深圳·龙岗区·坂田,华为,15-30K·15薪,30,15,22.5
1016,Python,深圳,深圳·南山区·科技园,腾讯,25-50K·16薪,50,25,37.5
1017,华为云系统开发工程师,深圳,深圳·龙岗区·坂田,华为,16-30K·14薪,30,16,23.0
1018,Python软件开发工程师（社招，实习）深圳,深圳,深圳·龙岗区·坂田,华为,20-30K·16薪,30,20,25.0
1019,高级后端研发工程师,杭州,杭州·余杭区·仓前,字节跳动,25-45K,45,25,35.0
1028,Python,杭州,杭州·滨江区·长河,华为,14-28K,28,14,21.0
1030,服务端技术负责人-抖音电商,杭州,杭州·余杭区·仓前,字节跳动,45-55K·15薪,55,45,50.0
1032,软件工程师(特聘)-阿里巴巴量子实验室,杭州,杭州·余杭区·五常,阿里,25-45K·15薪,45,25,35.0
1036,软件开发工程师,杭州,杭州·滨江区·长河,华为,15-30K,30,15,22.5
1037,Python开发工程师,杭州,杭州·滨江区·长河,华为,15-30K·14薪,30,15,22.5
